lexeme,variants,msg,mpl,fsg,fpl
abondant,abondant,abɔ̃dɑ̃,abɔ̃dɑ̃,abɔ̃dɑ̃t,abɔ̃dɑ̃t
abonné,abonné,abOne,abOne,abOne,abOne
abordable,abordable,abɔʁdabl,abɔʁdabl,abɔʁdabl,abɔʁdabl
abordé,abordé,abɔʁde,abɔʁde,abɔʁde,abɔʁde
aborigène,aborigène,abOʁiʒɛn,abOʁiʒɛn,abOʁiʒɛn,abOʁiʒɛn
abortif,abortif,abɔʁtif,abɔʁtif,abɔʁtiv,abɔʁtiv
aboulique,aboulique,abulik,abulik,abulik,abulik
abouti,abouti,abuti,abuti,abuti,abuti
aboyant,aboyant,abwajɑ̃,abwajɑ̃,abwajɑ̃t,abwajɑ̃t
aboyeur,aboyeur,abwajœʁ,abwajœʁ,abwajøz,abwajøz
abracadabrant,abracadabrant,abʁakadabʁɑ̃,abʁakadabʁɑ̃,abʁakadabʁɑ̃t,abʁakadabʁɑ̃t
abrasif,abrasif,abʁazif,abʁazif,abʁaziv,abʁaziv
abrégé,abrégé,abʁEʒe,abʁEʒe,abʁEʒe,abʁEʒe
abreuvé,abreuvé,abʁØve,abʁØve,abʁØve,abʁØve
abréviatif,abréviatif,abʁEvjatif,abʁEvjatif,abʁEvjativ,abʁEvjativ
abricot,abricot,abʁiko,abʁiko,abʁiko,abʁiko
abritant,abritant,abʁitɑ̃,abʁitɑ̃,abʁitɑ̃t,abʁitɑ̃t
abrité,abrité,abʁite,abʁite,abʁite,abʁite
abrogé,abrogé,abʁOʒe,abʁOʒe,abʁOʒe,abʁOʒe
abrupt,abrupt,abʁypt,abʁypt,abʁypt,abʁypt
abruti,abruti,abʁyti,abʁyti,abʁyti,abʁyti
abrutissant,abrutissant,abʁytisɑ̃,abʁytisɑ̃,abʁytisɑ̃t,abʁytisɑ̃t
abscons,abscons,apskɔ̃,apskɔ̃,apskɔ̃s,apskɔ̃s
absent,absent,apsɑ̃,apsɑ̃,apsɑ̃t,apsɑ̃t
absentéiste,absentéiste,apsɑ̃tEist,apsɑ̃tEist,apsɑ̃tEist,apsɑ̃tEist
absidial,absidial,apsidjal,apsidjo,apsidjal,apsidjal
absolu,absolu,apsOly,apsOly,apsOly,apsOly
absolvant,absolvant,apsɔlvɑ̃,apsɔlvɑ̃,apsɔlvɑ̃t,apsɔlvɑ̃t
absorbable,absorbable,apsɔʁbabl,apsɔʁbabl,apsɔʁbabl,apsɔʁbabl
absorbant,absorbant,apsɔʁbɑ̃,apsɔʁbɑ̃,apsɔʁbɑ̃t,apsɔʁbɑ̃t
absorbé,absorbé,apsɔʁbe,apsɔʁbe,apsɔʁbe,apsɔʁbe
absous,absous:absout,apsu,apsu,apsut,apsut
abstenu,abstenu,apstəny,apstəny,apstəny,apstəny
abstinent,abstinent,apstinɑ̃,apstinɑ̃,apstinɑ̃t,apstinɑ̃t
abstrait,abstrait,apstʁɛ,apstʁɛ,apstʁɛt,apstʁɛt
abstrus,abstrus,apstʁy,apstʁy,apstʁyz,apstʁyz
absurde,absurde,apsyʁd,apsyʁd,apsyʁd,apsyʁd
abusé,abusé,abyze,abyze,abyze,abyze
abusif,abusif,abyzif,abyzif,abyziv,abyziv
abyssal,abyssal,abisal,abiso,abisal,abisal
abyssin,abyssin,abisɛ̃,abisɛ̃,abisin,abisin
abyssinien,abyssinien,abisinjɛ̃,abisinjɛ̃,abisinjɛn,abisinjɛn
académique,académique,akadEmik,akadEmik,akadEmik,akadEmik
acadien,acadien:akkadien,akadjɛ̃,akadjɛ̃,akadjɛn,akadjɛn
acajou,acajou,akaʒu,akaʒu,akaʒu,akaʒu
acariâtre,acariâtre,akaʁjatʁ,akaʁjatʁ,akaʁjatʁ,akaʁjatʁ
accablant,accablant,akablɑ̃,akablɑ̃,akablɑ̃t,akablɑ̃t
accablé,accablé,akable,akable,akable,akable
accaparant,accaparant,akapaʁɑ̃,akapaʁɑ̃,akapaʁɑ̃t,akapaʁɑ̃t
accapareur,accapareur,akapaʁœʁ,akapaʁœʁ,akapaʁøz,akapaʁøz
accélérant,accélérant,aksElEʁɑ̃,aksElEʁɑ̃,aksElEʁɑ̃t,aksElEʁɑ̃t
accélérateur,accélérateur,aksElEʁatœʁ,aksElEʁatœʁ,aksElEʁatʁis,aksElEʁatʁis
accéléré,accéléré,aksElEʁe,aksElEʁe,aksElEʁe,aksElEʁe
accentué,accentué,aksɑ̃tɥe,aksɑ̃tɥe,aksɑ̃tɥe,aksɑ̃tɥe
acceptable,acceptable,aksEptabl,aksEptabl,aksEptabl,aksEptabl
accessible,accessible,aksEsibl,aksEsibl,aksEsibl,aksEsibl
accessoire,accessoire,aksEswaʁ,aksEswaʁ,aksEswaʁ,aksEswaʁ
accidenté,accidenté,aksidɑ̃te,aksidɑ̃te,aksidɑ̃te,aksidɑ̃te
accidentel,accidentel,aksidɑ̃tɛl,aksidɑ̃tɛl,aksidɑ̃tɛl,aksidɑ̃tɛl
accolé,accolé,akOle,akOle,akOle,akOle
accommodant,accommodant,akOmOdɑ̃,akOmOdɑ̃,akOmOdɑ̃t,akOmOdɑ̃t
accommodateur,accommodateur,akOmOdatœʁ,akOmOdatœʁ,akOmOdatʁis,akOmOdatʁis
accompagnant,accompagnant,akɔ̃paɲɑ̃,akɔ̃paɲɑ̃,akɔ̃paɲɑ̃t,akɔ̃paɲɑ̃t
accompagné,accompagné,akɔ̃paɲe,akɔ̃paɲe,akɔ̃paɲe,akɔ̃paɲe
accompli,accompli,akɔ̃pli,akɔ̃pli,akɔ̃pli,akɔ̃pli
accore,accore,akɔʁ,akɔʁ,akɔʁ,akɔʁ
accort,accort,akɔʁ,akɔʁ,akɔʁt,akɔʁt
accostant,accostant,akOstɑ̃,akOstɑ̃,akOstɑ̃t,akOstɑ̃t
accouchant,accouchant,akuʃɑ̃,akuʃɑ̃,akuʃɑ̃t,akuʃɑ̃t
accoudé,accoudé,akude,akude,akude,akude
accoutré,accoutré,akutʁe,akutʁe,akutʁe,akutʁe
accoutumé,accoutumé,akutyme,akutyme,akutyme,akutyme
accrédité,accrédité,akʁEdite,akʁEdite,akʁEdite,akʁEdite
accro,accro,akʁo,akʁo,akʁo,akʁo
accrochant,accrochant,akʁOʃɑ̃,akʁOʃɑ̃,akʁOʃɑ̃t,akʁOʃɑ̃t
accroché,accroché,akʁOʃe,akʁOʃe,akʁOʃe,akʁOʃe
accrocheur,accrocheur,akʁOʃœʁ,akʁOʃœʁ,akʁOʃøz,akʁOʃøz
accroupi,accroupi,akʁupi,akʁupi,akʁupi,akʁupi
accru,accru,akʁy,akʁy,akʁy,akʁy
accueillant,accueillant,akØjɑ̃,akØjɑ̃,akØjɑ̃t,akØjɑ̃t
acculé,acculé,akyle,akyle,akyle,akyle
accusateur,accusateur,akyzatœʁ,akyzatœʁ,akyzatʁis,akyzatʁis
accusatoire,accusatoire,akyzatwaʁ,akyzatwaʁ,akyzatwaʁ,akyzatwaʁ
accusé,accusé,akyze,akyze,akyze,akyze
acellulaire,acellulaire,asElylɛʁ,asElylɛʁ,asElylɛʁ,asElylɛʁ
acéphale,acéphale,asEfal,asEfal,asEfal,asEfal
acerbe,acerbe,asɛʁb,asɛʁb,asɛʁb,asɛʁb
acéré,acéré,asEʁe,asEʁe,asEʁe,asEʁe
acétique,acétique:ascétique,asEtik,asEtik,asEtik,asEtik
acétylsalicylique,acétylsalicylique,asEtilsalisilik,asEtilsalisilik,asEtilsalisilik,asEtilsalisilik
achalandé,achalandé,aʃalɑ̃de,aʃalɑ̃de,aʃalɑ̃de,aʃalɑ̃de
acharné,acharné,aʃaʁne,aʃaʁne,aʃaʁne,aʃaʁne
achetable,achetable,aʃətabl,aʃətabl,aʃətabl,aʃətabl
achevé,achevé,aʃəve,aʃəve,aʃəve,aʃəve
acide,acide,asid,asid,asid,asid
acidulé,acidulé,asidyle,asidyle,asidyle,asidyle
acnéique,acnéique,aknEik,aknEik,aknEik,aknEik
acoustique,acoustique,akustik,akustik,akustik,akustik
acquis,acquis,aki,aki,akiz,akiz
acquitté,acquitté,akite,akite,akite,akite
âcre,âcre,akʁ,akʁ,akʁ,akʁ
acrimonieux,acrimonieux,akʁimOnjø,akʁimOnjø,akʁimOnjøz,akʁimOnjøz
acrobatique,acrobatique,akʁObatik,akʁObatik,akʁObatik,akʁObatik
acrocéphale,acrocéphale,akʁOsEfal,akʁOsEfal,akʁOsEfal,akʁOsEfal
acrylique,acrylique,akʁilik,akʁilik,akʁilik,akʁilik
actif,actif,aktif,aktif,aktiv,aktiv
activant,activant,aktivɑ̃,aktivɑ̃,aktivɑ̃t,aktivɑ̃t
activé,activé,aktive,aktive,aktive,aktive
activiste,activiste,aktivist,aktivist,aktivist,aktivist
actuariel,actuariel,aktɥaʁjɛl,aktɥaʁjɛl,aktɥaʁjɛl,aktɥaʁjɛl
actuel,actuel,aktɥɛl,aktɥɛl,aktɥɛl,aktɥɛl
ad hoc,ad hoc,adɔk,adɔk,adɔk,adɔk
adamantin,adamantin,adamɑ̃tɛ̃,adamɑ̃tɛ̃,adamɑ̃tin,adamɑ̃tin
adamique,adamique,adamik,adamik,adamik,adamik
adaptable,adaptable,adaptabl,adaptabl,adaptabl,adaptabl
adaptatif,adaptatif,adaptatif,adaptatif,adaptativ,adaptativ
additif,additif,aditif,aditif,aditiv,aditiv
additionnel,additionnel,adisjOnɛl,adisjOnɛl,adisjOnɛl,adisjOnɛl
adéquat,adéquat,adEkwa,adEkwa,adEkwat,adEkwat
adhérent,adhérent,adEʁɑ̃,adEʁɑ̃,adEʁɑ̃t,adEʁɑ̃t
adhésif,adhésif,adEzif,adEzif,adEziv,adEziv
adipeux,adipeux,adipø,adipø,adipøz,adipøz
adipique,adipique,adipik,adipik,adipik,adipik
adjacent,adjacent,adʒasɑ̃,adʒasɑ̃,adʒasɑ̃t,adʒasɑ̃t
adjectif,adjectif,adʒEktif,adʒEktif,adʒEktiv,adʒEktiv
adjoint,adjoint,adʒwɛ̃,adʒwɛ̃,adʒwɛ̃t,adʒwɛ̃t
adjuvant,adjuvant,adʒyvɑ̃,adʒyvɑ̃,adʒyvɑ̃t,adʒyvɑ̃t
administrant,administrant,administʁɑ̃,administʁɑ̃,administʁɑ̃t,administʁɑ̃t
administratif,administratif,administʁatif,administʁatif,administʁativ,administʁativ
administré,administré,administʁe,administʁe,administʁe,administʁe
admirable,admirable,admiʁabl,admiʁabl,admiʁabl,admiʁabl
admirateur,admirateur,admiʁatœʁ,admiʁatœʁ,admiʁatʁis,admiʁatʁis
admiratif,admiratif,admiʁatif,admiʁatif,admiʁativ,admiʁativ
admis,admis,admi,admi,admiz,admiz
admissible,admissible,admisibl,admisibl,admisibl,admisibl
adolescent,adolescent,adOlEsɑ̃,adOlEsɑ̃,adOlEsɑ̃t,adOlEsɑ̃t
adoptable,adoptable,adOptabl,adOptabl,adOptabl,adOptabl
adoptant,adoptant,adOptɑ̃,adOptɑ̃,adOptɑ̃t,adOptɑ̃t
adopté,adopté,adOpte,adOpte,adOpte,adOpte
adoptif,adoptif,adOptif,adOptif,adOptiv,adOptiv
adorable,adorable,adOʁabl,adOʁabl,adOʁabl,adOʁabl
adorant,adorant,adOʁɑ̃,adOʁɑ̃,adOʁɑ̃t,adOʁɑ̃t
adossé,adossé,adOse,adOse,adOse,adOse
adouci,adouci,adusi,adusi,adusi,adusi
adoucissant,adoucissant,adusisɑ̃,adusisɑ̃,adusisɑ̃t,adusisɑ̃t
adragant,adragant,adʁagɑ̃,adʁagɑ̃,adʁagɑ̃t,adʁagɑ̃t
adriatique,adriatique,adʁijatik,adʁijatik,adʁijatik,adʁijatik
adroit,adroit,adʁwa,adʁwa,adʁwat,adʁwat
adulateur,adulateur,adylatœʁ,adylatœʁ,adylatʁis,adylatʁis
adulte,adulte,adylt,adylt,adylt,adylt
adultère,adultère,adyltɛʁ,adyltɛʁ,adyltɛʁ,adyltɛʁ
adultérin,adultérin,adyltEʁɛ̃,adyltEʁɛ̃,adyltEʁin,adyltEʁin
adventice,adventice,advɑ̃tis,advɑ̃tis,advɑ̃tis,advɑ̃tis
adventiste,adventiste,advɑ̃tist,advɑ̃tist,advɑ̃tist,advɑ̃tist
advenu,advenu,advəny,advəny,advəny,advəny
adverse,adverse,advɛʁs,advɛʁs,advɛʁs,advɛʁs
aéré,aéré,aEʁe,aEʁe,aEʁe,aEʁe
aérien,aérien,aEʁjɛ̃,aEʁjɛ̃,aEʁjɛn,aEʁjɛn
aérodynamique,aérodynamique,aEʁOdinamik,aEʁOdinamik,aEʁOdinamik,aEʁOdinamik
aéromobile,aéromobile,aEʁOmObil,aEʁOmObil,aEʁOmObil,aEʁOmObil
aéronautique,aéronautique,aEʁOnOtik,aEʁOnOtik,aEʁOnOtik,aEʁOnOtik
aéronaval,aéronaval,aEʁOnaval,aEʁOnaval,aEʁOnaval,aEʁOnaval
aéroporté,aéroporté,aEʁOpɔʁte,aEʁOpɔʁte,aEʁOpɔʁte,aEʁOpɔʁte
aérospatial,aérospatial,aEʁOspasjal,aEʁOspasjo,aEʁOspasjal,aEʁOspasjal
affable,affable,afabl,afabl,afabl,afabl
affaibli,affaibli,afEbli,afEbli,afEbli,afEbli
affaiblissant,affaiblissant,afEblisɑ̃,afEblisɑ̃,afEblisɑ̃t,afEblisɑ̃t
affairé,affairé,afEʁe,afEʁe,afEʁe,afEʁe
affairiste,affairiste,afEʁist,afEʁist,afEʁist,afEʁist
affamant,affamant,afamɑ̃,afamɑ̃,afamɑ̃t,afamɑ̃t
affamé,affamé,afame,afame,afame,afame
affecté,affecté,afEkte,afEkte,afEkte,afEkte
affectif,affectif,afEktif,afEktif,afEktiv,afEktiv
affectionné,affectionné,afEksjOne,afEksjOne,afEksjOne,afEksjOne
affectueux,affectueux,afEktɥø,afEktɥø,afEktɥøz,afEktɥøz
afférent,afférent,afEʁɑ̃,afEʁɑ̃,afEʁɑ̃t,afEʁɑ̃t
affété,affété,afEte,afEte,afEte,afEte
affichant,affichant,afiʃɑ̃,afiʃɑ̃,afiʃɑ̃t,afiʃɑ̃t
affidé,affidé,afide,afide,afide,afide
affilé,affilé,afile,afile,afile,afile
affilié,affilié,afilje,afilje,afilje,afilje
affin,affin,afɛ̃,afɛ̃,afin,afin
affiné,affiné,afine,afine,afine,afine
affirmatif,affirmatif,afiʁmatif,afiʁmatif,afiʁmativ,afiʁmativ
affixé,affixé,afikse,afikse,afikse,afikse
affleurant,affleurant,aflØʁɑ̃,aflØʁɑ̃,aflØʁɑ̃t,aflØʁɑ̃t
affligé,affligé,afliʒe,afliʒe,afliʒe,afliʒe
affligeant,affligeant,afliʒɑ̃,afliʒɑ̃,afliʒɑ̃t,afliʒɑ̃t
affluent,affluent,aflɥɑ̃,aflɥɑ̃,aflɥɑ̃t,aflɥɑ̃t
affolant,affolant,afOlɑ̃,afOlɑ̃,afOlɑ̃t,afOlɑ̃t
affolé,affolé,afOle,afOle,afOle,afOle
affranchi,affranchi,afʁɑ̃ʃi,afʁɑ̃ʃi,afʁɑ̃ʃi,afʁɑ̃ʃi
affreux,affreux,afʁø,afʁø,afʁøz,afʁøz
affriolant,affriolant,afʁijOlɑ̃,afʁijOlɑ̃,afʁijOlɑ̃t,afʁijOlɑ̃t
affronté,affronté,afʁɔ̃te,afʁɔ̃te,afʁɔ̃te,afʁɔ̃te
affublé,affublé,afyble,afyble,afyble,afyble
afghan,afghan,afgɑ̃,afgɑ̃,afgan,afgan
africain,africain,afʁikɛ̃,afʁikɛ̃,afʁikɛn,afʁikɛn
afrikaans,afrikaans,afʁikɑ̃s,afʁikɑ̃s,afʁikɑ̃s,afʁikɑ̃s
afro-américain,afro-américain,afʁOamEʁikɛ̃,afʁOamEʁikɛ̃,afʁOamEʁikɛn,afʁOamEʁikɛn
afro-asiatique,afro-asiatique,afʁOazjatik,afʁOazjatik,afʁOazjatik,afʁOazjatik
afro-brésilien,afro-brésilien,afʁObʁEziljɛ̃,afʁObʁEziljɛ̃,afʁObʁEziljɛn,afʁObʁEziljɛn
afro-cubain,afro-cubain,afʁOkybɛ̃,afʁOkybɛ̃,afʁOkybɛn,afʁOkybɛn
afro,afro,afʁo,afʁo,afʁo,afʁo
agaçant,agaçant,agasɑ̃,agasɑ̃,agasɑ̃t,agasɑ̃t
âgé,âgé,aʒe,aʒe,aʒe,aʒe
agenouillé,agenouillé,aʒənuje,aʒənuje,aʒənuje,aʒənuje
aggloméré,aggloméré,aglOmEʁe,aglOmEʁe,aglOmEʁe,aglOmEʁe
agglutinatif,agglutinatif,aglytinatif,aglytinatif,aglytinativ,aglytinativ
aggravant,aggravant,agʁavɑ̃,agʁavɑ̃,agʁavɑ̃t,agʁavɑ̃t
agile,agile,aʒil,aʒil,aʒil,aʒil
agissant,agissant,aʒisɑ̃,aʒisɑ̃,aʒisɑ̃t,aʒisɑ̃t
agitant,agitant,aʒitɑ̃,aʒitɑ̃,aʒitɑ̃t,aʒitɑ̃t
agité,agité,aʒite,aʒite,aʒite,aʒite
agnostique,agnostique,agnOstik,agnOstik,agnOstik,agnOstik
agonique,agonique,agOnik,agOnik,agOnik,agOnik
agonisant,agonisant,agOnizɑ̃,agOnizɑ̃,agOnizɑ̃t,agOnizɑ̃t
agoniste,agoniste,agOnist,agOnist,agOnist,agOnist
agoraphobe,agoraphobe,agOʁafɔb,agOʁafɔb,agOʁafɔb,agOʁafɔb
agraire,agraire,agʁɛʁ,agʁɛʁ,agʁɛʁ,agʁɛʁ
agrarien,agrarien,agʁaʁjɛ̃,agʁaʁjɛ̃,agʁaʁjɛn,agʁaʁjɛn
agréable,agréable,agʁEabl,agʁEabl,agʁEabl,agʁEabl
agréé,agréé,agʁEe,agʁEe,agʁEe,agʁEe
agrégatif,agrégatif,agʁEgatif,agʁEgatif,agʁEgativ,agʁEgativ
agrégé,agrégé,agʁEʒe,agʁEʒe,agʁEʒe,agʁEʒe
agrémenté,agrémenté,agʁEmɑ̃te,agʁEmɑ̃te,agʁEmɑ̃te,agʁEmɑ̃te
agresseur,agresseur,agʁEsœʁ,agʁEsœʁ,agʁEsøz,agʁEsøz
agressif,agressif,agʁEsif,agʁEsif,agʁEsiv,agʁEsiv
agreste,agreste,agʁɛst,agʁɛst,agʁɛst,agʁɛst
agricole,agricole,agʁikɔl,agʁikɔl,agʁikɔl,agʁikɔl
agrippant,agrippant,agʁipɑ̃,agʁipɑ̃,agʁipɑ̃t,agʁipɑ̃t
agro-alimentaire,agro-alimentaire:agroalimentaire,agʁOalimɑ̃tɛʁ,agʁOalimɑ̃tɛʁ,agʁOalimɑ̃tɛʁ,agʁOalimɑ̃tɛʁ
agronomique,agronomique,agʁOnOmik,agʁOnOmik,agʁOnOmik,agʁOnOmik
aguerri,aguerri,agEʁi,agEʁi,agEʁi,agEʁi
aguichant,aguichant,agiʃɑ̃,agiʃɑ̃,agiʃɑ̃t,agiʃɑ̃t
aguicheur,aguicheur,agiʃœʁ,agiʃœʁ,agiʃøz,agiʃøz
ahanant,ahanant,aanɑ̃,aanɑ̃,aanɑ̃t,aanɑ̃t
ahuri,ahuri,ayʁi,ayʁi,ayʁi,ayʁi
ahurissant,ahurissant,ayʁisɑ̃,ayʁisɑ̃,ayʁisɑ̃t,ayʁisɑ̃t
aigre-doux,aigre-doux,ɛgʁədu,ɛgʁədu,ɛgʁədus,ɛgʁədus
aigre,aigre,ɛgʁ,ɛgʁ,ɛgʁ,ɛgʁ
aigrelet,aigrelet,ɛgʁəlɛ,ɛgʁəlɛ,ɛgʁəlɛt,ɛgʁəlɛt
aigret,aigret,Egʁɛ,Egʁɛ,Egʁɛt,Egʁɛt
aigri,aigri,Egʁi,Egʁi,Egʁi,Egʁi
aigu,aigu,Egy,Egy,Egy,Egy
aiguillonnant,aiguillonnant,EgɥijOnɑ̃,EgɥijOnɑ̃,EgɥijOnɑ̃t,EgɥijOnɑ̃t
aiguisé,aiguisé,Egize,Egize,Egize,Egize
ailé,ailé,Ele,Ele,Ele,Ele
aimable,aimable,Emabl,Emabl,Emabl,Emabl
aimant,aimant,Emɑ̃,Emɑ̃,Emɑ̃t,Emɑ̃t
aimé,aimé,Eme,Eme,Eme,Eme
aîné,aîné,Ene,Ene,Ene,Ene
air-air,air-air,ɛʁɛʁ,ɛʁɛʁ,ɛʁɛʁ,ɛʁɛʁ
air-mer,air-mer,ɛʁmɛʁ,ɛʁmɛʁ,ɛʁmɛʁ,ɛʁmɛʁ
air-sol,air-sol,ɛʁsɔl,ɛʁsɔl,ɛʁsɔl,ɛʁsɔl
aisé,aisé,Eze,Eze,Eze,Eze
aise,aise,ɛz,ɛz,ɛz,ɛz
aixois,aixois,Ekswa,Ekswa,Ekswaz,Ekswaz
ajiste,ajiste,aʒist,aʒist,aʒist,aʒist
ajouré,ajouré,aʒuʁe,aʒuʁe,aʒuʁe,aʒuʁe
ajourné,ajourné,aʒuʁne,aʒuʁne,aʒuʁne,aʒuʁne
ajouté,ajouté,aʒute,aʒute,aʒute,aʒute
ajustable,ajustable,aʒystabl,aʒystabl,aʒystabl,aʒystabl
ajusté,ajusté,aʒyste,aʒyste,aʒyste,aʒyste
alaire,alaire,alɛʁ,alɛʁ,alɛʁ,alɛʁ
alambiqué,alambiqué,alɑ̃bike,alɑ̃bike,alɑ̃bike,alɑ̃bike
alangui,alangui,alɑ̃gi,alɑ̃gi,alɑ̃gi,alɑ̃gi
alanguissant,alanguissant,alɑ̃gisɑ̃,alɑ̃gisɑ̃,alɑ̃gisɑ̃t,alɑ̃gisɑ̃t
alarmant,alarmant,alaʁmɑ̃,alaʁmɑ̃,alaʁmɑ̃t,alaʁmɑ̃t
alarmiste,alarmiste,alaʁmist,alaʁmist,alaʁmist,alaʁmist
albanais,albanais,albanɛ,albanɛ,albanɛz,albanɛz
albanophone,albanophone,albanOfɔn,albanOfɔn,albanOfɔn,albanOfɔn
albâtre,albâtre,albatʁ,albatʁ,albatʁ,albatʁ
albigeois,albigeois,albiʒwa,albiʒwa,albiʒwaz,albiʒwaz
albinos,albinos,albinos,albinos,albinos,albinos
albumineux,albumineux,albyminø,albyminø,albyminøz,albyminøz
alcalin,alcalin,alkalɛ̃,alkalɛ̃,alkalin,alkalin
alchimique,alchimique,alʃimik,alʃimik,alʃimik,alʃimik
alcoolique,alcoolique,alkOlik,alkOlik,alkOlik,alkOlik
alcoolisé,alcoolisé,alkOlize,alkOlize,alkOlize,alkOlize
alcoolo,alcoolo,alkOlo,alkOlo,alkOlo,alkOlo
aléatoire,aléatoire,alEatwaʁ,alEatwaʁ,alEatwaʁ,alEatwaʁ
alémanique,alémanique,alEmanik,alEmanik,alEmanik,alEmanik
alençonnais,alençonnais,alɑ̃sOnɛ,alɑ̃sOnɛ,alɑ̃sOnɛz,alɑ̃sOnɛz
aléoutien,aléoutien,alEusjɛ̃,alEusjɛ̃,alEusjɛn,alEusjɛn
alerte,alerte,alɛʁt,alɛʁt,alɛʁt,alɛʁt
alerté,alerté,alɛʁte,alɛʁte,alɛʁte,alɛʁte
alexandrin,alexandrin,alEksɑ̃dʁɛ̃,alEksɑ̃dʁɛ̃,alEksɑ̃dʁin,alEksɑ̃dʁin
alezan,alezan,aləzɑ̃,aləzɑ̃,aləzan,aləzan
algébrique,algébrique,alʒEbʁik,alʒEbʁik,alʒEbʁik,alʒEbʁik
algérien,algérien,alʒEʁjɛ̃,alʒEʁjɛ̃,alʒEʁjɛn,alʒEʁjɛn
algérois,algérois,alʒEʁwa,alʒEʁwa,alʒEʁwaz,alʒEʁwaz
algonquin,algonquin,algɔ̃kɛ̃,algɔ̃kɛ̃,algɔ̃kin,algɔ̃kin
algorithmique,algorithmique,algOʁitmik,algOʁitmik,algOʁitmik,algOʁitmik
aliénant,aliénant,aljEnɑ̃,aljEnɑ̃,aljEnɑ̃t,aljEnɑ̃t
aliéné,aliéné,aljEne,aljEne,aljEne,aljEne
aligné,aligné,aliɲe,aliɲe,aliɲe,aliɲe
aligoté,aligoté,aligOte,aligOte,aligOte,aligOte
alimentaire,alimentaire,alimɑ̃tɛʁ,alimɑ̃tɛʁ,alimɑ̃tɛʁ,alimɑ̃tɛʁ
alizé,alizé,alize,alize,alize,alize
allaitant,allaitant,alEtɑ̃,alEtɑ̃,alEtɑ̃t,alEtɑ̃t
allant,allant,alɑ̃,alɑ̃,alɑ̃t,alɑ̃t
alléchant,alléchant,alEʃɑ̃,alEʃɑ̃,alEʃɑ̃t,alEʃɑ̃t
allégorique,allégorique,alEgOʁik,alEgOʁik,alEgOʁik,alEgOʁik
allègre,allègre,alɛgʁ,alɛgʁ,alɛgʁ,alɛgʁ
allemand,allemand,aləmɑ̃,aləmɑ̃,aləmɑ̃d,aləmɑ̃d
allergène,allergène,alɛʁʒɛn,alɛʁʒɛn,alɛʁʒɛn,alɛʁʒɛn
allergique,allergique,alɛʁʒik,alɛʁʒik,alɛʁʒik,alɛʁʒik
alliacé,alliacé,aljase,aljase,aljase,aljase
allié,allié,alje,alje,alje,alje
allitératif,allitératif,alitEʁatif,alitEʁatif,alitEʁativ,alitEʁativ
allobroge,allobroge,alObʁɔʒ,alObʁɔʒ,alObʁɔʒ,alObʁɔʒ
allogène,allogène:halogène,alOʒɛn,alOʒɛn,alOʒɛn,alOʒɛn
allongé,allongé,alɔ̃ʒe,alɔ̃ʒe,alɔ̃ʒe,alɔ̃ʒe
allostérique,allostérique,alOstEʁik,alOstEʁik,alOstEʁik,alOstEʁik
allumé,allumé,alyme,alyme,alyme,alyme
alluré,alluré,alyʁe,alyʁe,alyʁe,alyʁe
allusif,allusif,alyzif,alyzif,alyziv,alyziv
alpestre,alpestre,alpɛstʁ,alpɛstʁ,alpɛstʁ,alpɛstʁ
alphabétique,alphabétique,alfabEtik,alfabEtik,alfabEtik,alfabEtik
alphabétisé,alphabétisé,alfabEtize,alfabEtize,alfabEtize,alfabEtize
alphanumérique,alphanumérique,alfanymEʁik,alfanymEʁik,alfanymEʁik,alfanymEʁik
alpin,alpin,alpɛ̃,alpɛ̃,alpin,alpin
alsacien,alsacien,alzasjɛ̃,alzasjɛ̃,alzasjɛn,alzasjɛn
altérable,altérable,altEʁabl,altEʁabl,altEʁabl,altEʁabl
altéré,altéré,altEʁe,altEʁe,altEʁe,altEʁe
alternant,alternant,altɛʁnɑ̃,altɛʁnɑ̃,altɛʁnɑ̃t,altɛʁnɑ̃t
alternatif,alternatif,altɛʁnatif,altɛʁnatif,altɛʁnativ,altɛʁnativ
alterne,alterne,altɛʁn,altɛʁn,altɛʁn,altɛʁn
alterné,alterné,altɛʁne,altɛʁne,altɛʁne,altɛʁne
altier,altier,altje,altje,altjɛʁ,altjɛʁ
altruiste,altruiste,altʁɥist,altʁɥist,altʁɥist,altʁɥist
alvéolaire,alvéolaire,alvEOlɛʁ,alvEOlɛʁ,alvEOlɛʁ,alvEOlɛʁ
alvéolé,alvéolé,alvEOle,alvEOle,alvEOle,alvEOle
alvin,alvin,alvɛ̃,alvɛ̃,alvin,alvin
amaigri,amaigri,amEgʁi,amEgʁi,amEgʁi,amEgʁi
amaigrissant,amaigrissant,amEgʁisɑ̃,amEgʁisɑ̃,amEgʁisɑ̃t,amEgʁisɑ̃t
amalfitain,amalfitain,amalfitɛ̃,amalfitɛ̃,amalfitɛn,amalfitɛn
amarante,amarante,amaʁɑ̃t,amaʁɑ̃t,amaʁɑ̃t,amaʁɑ̃t
amateur,amateur,amatœʁ,amatœʁ,amatʁis,amatʁis
amazonien,amazonien,amazOnjɛ̃,amazOnjɛ̃,amazOnjɛn,amazOnjɛn
ambiant,ambiant,ɑ̃bjɑ̃,ɑ̃bjɑ̃,ɑ̃bjɑ̃t,ɑ̃bjɑ̃t
