lexeme,variants,prs.1sg,prs.2sg,prs.3sg,prs.1pl,prs.2pl,prs.3pl,ipfv.1sg,ipfv.2sg,ipfv.3sg,ipfv.1pl,ipfv.2pl,ipfv.3pl,fut.1sg,fut.2sg,fut.3sg,fut.1pl,fut.2pl,fut.3pl,cond.1sg,cond.2sg,cond.3sg,cond.1pl,cond.2pl,cond.3pl,sbjv.1sg,sbjv.2sg,sbjv.3sg,sbjv.1pl,sbjv.2pl,sbjv.3pl,pst.1sg,pst.2sg,pst.3sg,pst.1pl,pst.2pl,pst.3pl,pst.sbjv.1sg,pst.sbjv.2sg,pst.sbjv.3sg,pst.sbjv.1pl,pst.sbjv.2pl,pst.sbjv.3pl,imp.2sg,imp.1pl,imp.2pl
accourir,accourir,accours,accours,accourt,accourons,accourez,accourent,accourais,accourais,accourait,accourions,accouriez,accouraient,accourrai,accourras,accourra,accourrons,accourrez,accourront,accourrais,accourrais,accourrait,accourrions,accourriez,accourraient,accoure,accoures,accoure,accourions,accouriez,accourent,accourus,accourus,accourut,accourûmes,accourûtes,accoururent,accourusse,accourusses,accourût,accourussions,accourussiez,accourussent,accours,accourons,accourez
accoutumer,accoutumer,accoutume,accoutumes,accoutume,accoutumons,accoutumez,accoutument,accoutumais,accoutumais,accoutumait,accoutumions,accoutumiez,accoutumaient,accoutumerai,accoutumeras,accoutumera,accoutumerons,accoutumerez,accoutumeront,accoutumerais,accoutumerais,accoutumerait,accoutumerions,accoutumeriez,accoutumeraient,accoutume,accoutumes,accoutume,accoutumions,accoutumiez,accoutument,accoutumai,accoutumas,accoutuma,accoutumâmes,accoutumâtes,accoutumèrent,accoutumasse,accoutumasses,accoutumât,accoutumassions,accoutumassiez,accoutumassent,accoutume,accoutumons,accoutumez
accréditer,accréditer,accrédite,accrédites,accrédite,accréditons,accréditez,accréditent,accréditais,accréditais,accréditait,accréditions,accréditiez,accréditaient,accréditerai,accréditeras,accréditera,accréditerons,accréditerez,accréditeront,accréditerais,accréditerais,accréditerait,accréditerions,accréditeriez,accréditeraient,accrédite,accrédites,accrédite,accréditions,accréditiez,accréditent,accréditai,accréditas,accrédita,accréditâmes,accréditâtes,accréditèrent,accréditasse,accréditasses,accréditât,accréditassions,accréditassiez,accréditassent,accrédite,accréditons,accréditez
accrocher,accrocher,accroche,accroches,accroche,accrochons,accrochez,accrochent,accrochais,accrochais,accrochait,accrochions,accrochiez,accrochaient,accrocherai,accrocheras,accrochera,accrocherons,accrocherez,accrocheront,accrocherais,accrocherais,accrocherait,accrocherions,accrocheriez,accrocheraient,accroche,accroches,accroche,accrochions,accrochiez,accrochent,accrochai,accrochas,accrocha,accrochâmes,accrochâtes,accrochèrent,accrochasse,accrochasses,accrochât,accrochassions,accrochassiez,accrochassent,accroche,accrochons,accrochez
accroire,accroire,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk,unk
accroître,accroître,accrois,accrois,accroît,accroissons,accroissez,accroissent,accroissais,accroissais,accroissait,accroissions,accroissiez,accroissaient,accroîtrai,accroîtras,accroîtra,accroîtrons,accroîtrez,accroîtront,accroîtrais,accroîtrais,accroîtrait,accroîtrions,accroîtriez,accroîtraient,accroisse,accroisses,accroisse,accroissions,accroissiez,accroissent,accrus,accrus,accrut,accrûmes,accrûtes,accrurent,accrusse,accrusses,accrût,accrussions,accrussiez,accrussent,accrois,accroissons,accroissez
accroupir,accroupir,accroupis,accroupis,accroupit,accroupissons,accroupissez,accroupissent,accroupissais,accroupissais,accroupissait,accroupissions,accroupissiez,accroupissaient,accroupirai,accroupiras,accroupira,accroupirons,accroupirez,accroupiront,accroupirais,accroupirais,accroupirait,accroupirions,accroupiriez,accroupiraient,accroupisse,accroupisses,accroupisse,accroupissions,accroupissiez,accroupissent,accroupis,accroupis,accroupit,accroupîmes,accroupîtes,accroupirent,accroupisse,accroupisses,accroupît,accroupissions,accroupissiez,accroupissent,accroupis,accroupissons,accroupissez
accueillir,accueillir,accueille,accueilles,accueille,accueillons,accueillez,accueillent,accueillais,accueillais,accueillait,accueillions,accueilliez,accueillaient,accueillerai,accueilleras,accueillera,accueillerons,accueillerez,accueilleront,accueillerais,accueillerais,accueillerait,accueillerions,accueilleriez,accueilleraient,accueille,accueilles,accueille,accueillions,accueilliez,accueillent,accueillis,accueillis,accueillit,accueillîmes,accueillîtes,accueillirent,accueillisse,accueillisses,accueillît,accueillissions,accueillissiez,accueillissent,accueille,accueillons,accueillez
acculer,acculer,accule,accules,accule,acculons,acculez,acculent,acculais,acculais,acculait,acculions,acculiez,acculaient,acculerai,acculeras,acculera,acculerons,acculerez,acculeront,acculerais,acculerais,acculerait,acculerions,acculeriez,acculeraient,accule,accules,accule,acculions,acculiez,acculent,acculai,acculas,accula,acculâmes,acculâtes,acculèrent,acculasse,acculasses,acculât,acculassions,acculassiez,acculassent,accule,acculons,acculez
accumuler,accumuler,accumule,accumules,accumule,accumulons,accumulez,accumulent,accumulais,accumulais,accumulait,accumulions,accumuliez,accumulaient,accumulerai,accumuleras,accumulera,accumulerons,accumulerez,accumuleront,accumulerais,accumulerais,accumulerait,accumulerions,accumuleriez,accumuleraient,accumule,accumules,accumule,accumulions,accumuliez,accumulent,accumulai,accumulas,accumula,accumulâmes,accumulâtes,accumulèrent,accumulasse,accumulasses,accumulât,accumulassions,accumulassiez,accumulassent,accumule,accumulons,accumulez
accuser,accuser,accuse,accuses,accuse,accusons,accusez,accusent,accusais,accusais,accusait,accusions,accusiez,accusaient,accuserai,accuseras,accusera,accuserons,accuserez,accuseront,accuserais,accuserais,accuserait,accuserions,accuseriez,accuseraient,accuse,accuses,accuse,accusions,accusiez,accusent,accusai,accusas,accusa,accusâmes,accusâtes,accusèrent,accusasse,accusasses,accusât,accusassions,accusassiez,accusassent,accuse,accusons,accusez
achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler,achaler
acharner,acharner,acharne,acharnes,acharne,acharnons,acharnez,acharnent,acharnais,acharnais,acharnait,acharnions,acharniez,acharnaient,acharnerai,acharneras,acharnera,acharnerons,acharnerez,acharneront,acharnerais,acharnerais,acharnerait,acharnerions,acharneriez,acharneraient,acharne,acharnes,acharne,acharnions,acharniez,acharnent,acharnai,acharnas,acharna,acharnâmes,acharnâtes,acharnèrent,acharnasse,acharnasses,acharnât,acharnassions,acharnassiez,acharnassent,acharne,acharnons,acharnez
acheminer,acheminer,achemine,achemines,achemine,acheminons,acheminez,acheminent,acheminais,acheminais,acheminait,acheminions,acheminiez,acheminaient,acheminerai,achemineras,acheminera,acheminerons,acheminerez,achemineront,acheminerais,acheminerais,acheminerait,acheminerions,achemineriez,achemineraient,achemine,achemines,achemine,acheminions,acheminiez,acheminent,acheminai,acheminas,achemina,acheminâmes,acheminâtes,acheminèrent,acheminasse,acheminasses,acheminât,acheminassions,acheminassiez,acheminassent,achemine,acheminons,acheminez
acheter,acheter,achète,achètes,achète,achetons,achetez,achètent,achetais,achetais,achetait,achetions,achetiez,achetaient,achèterai,achèteras,achètera,achèterons,achèterez,achèteront,achèterais,achèterais,achèterait,achèterions,achèteriez,achèteraient,achète,achètes,achète,achetions,achetiez,achètent,achetai,achetas,acheta,achetâmes,achetâtes,achetèrent,achetasse,achetasses,achetât,achetassions,achetassiez,achetassent,achète,achetons,achetez
achever,achever,achève,achèves,achève,achevons,achevez,achèvent,achevais,achevais,achevait,achevions,acheviez,achevaient,achèverai,achèveras,achèvera,achèverons,achèverez,achèveront,achèverais,achèverais,achèverait,achèverions,achèveriez,achèveraient,achève,achèves,achève,achevions,acheviez,achèvent,achevai,achevas,acheva,achevâmes,achevâtes,achevèrent,achevasse,achevasses,achevât,achevassions,achevassiez,achevassent,achève,achevons,achevez
achopper,achopper,achoppe,achoppes,achoppe,achoppons,achoppez,achoppent,achoppais,achoppais,achoppait,achoppions,achoppiez,achoppaient,achopperai,achopperas,achoppera,achopperons,achopperez,achopperont,achopperais,achopperais,achopperait,achopperions,achopperiez,achopperaient,achoppe,achoppes,achoppe,achoppions,achoppiez,achoppent,achoppai,achoppas,achoppa,achoppâmes,achoppâtes,achoppèrent,achoppasse,achoppasses,achoppât,achoppassions,achoppassiez,achoppassent,achoppe,achoppons,achoppez
acoquiner,acoquiner,acoquine,acoquines,acoquine,acoquinons,acoquinez,acoquinent,acoquinais,acoquinais,acoquinait,acoquinions,acoquiniez,acoquinaient,acoquinerai,acoquineras,acoquinera,acoquinerons,acoquinerez,acoquineront,acoquinerais,acoquinerais,acoquinerait,acoquinerions,acoquineriez,acoquineraient,acoquine,acoquines,acoquine,acoquinions,acoquiniez,acoquinent,acoquinai,acoquinas,acoquina,acoquinâmes,acoquinâtes,acoquinèrent,acoquinasse,acoquinasses,acoquinât,acoquinassions,acoquinassiez,acoquinassent,acoquine,acoquinons,acoquinez
acquérir,acquérir,acquiers,acquiers,acquiert,acquérons,acquérez,acquièrent,acquérais,acquérais,acquérait,acquérions,acquériez,acquéraient,acquerrai,acquerras,acquerra,acquerrons,acquerrez,acquerront,acquerrais,acquerrais,acquerrait,acquerrions,acquerriez,acquerraient,acquière,acquières,acquière,acquérions,acquériez,acquièrent,acquis,acquis,acquit,acquîmes,acquîtes,acquirent,acquisse,acquisses,acquît,acquissions,acquissiez,acquissent,acquiers,acquérons,acquérez
acquiescer,acquiescer,acquiesce,acquiesces,acquiesce,acquiesçons,acquiescez,acquiescent,acquiesçais,acquiesçais,acquiesçait,acquiescions,acquiesciez,acquiesçaient,acquiescerai,acquiesceras,acquiescera,acquiescerons,acquiescerez,acquiesceront,acquiescerais,acquiescerais,acquiescerait,acquiescerions,acquiesceriez,acquiesceraient,acquiesce,acquiesces,acquiesce,acquiescions,acquiesciez,acquiescent,acquiesçai,acquiesças,acquiesça,acquiesçâmes,acquiesçâtes,acquiescèrent,acquiesçasse,acquiesçasses,acquiesçât,acquiesçassions,acquiesçassiez,acquiesçassent,acquiesce,acquiesçons,acquiescez
acquitter,acquitter,acquitte,acquittes,acquitte,acquittons,acquittez,acquittent,acquittais,acquittais,acquittait,acquittions,acquittiez,acquittaient,acquitterai,acquitteras,acquittera,acquitterons,acquitterez,acquitteront,acquitterais,acquitterais,acquitterait,acquitterions,acquitteriez,acquitteraient,acquitte,acquittes,acquitte,acquittions,acquittiez,acquittent,acquittai,acquittas,acquitta,acquittâmes,acquittâtes,acquittèrent,acquittasse,acquittasses,acquittât,acquittassions,acquittassiez,acquittassent,acquitte,acquittons,acquittez
actionner,actionner,actionne,actionnes,actionne,actionnons,actionnez,actionnent,actionnais,actionnais,actionnait,actionnions,actionniez,actionnaient,actionnerai,actionneras,actionnera,actionnerons,actionnerez,actionneront,actionnerais,actionnerais,actionnerait,actionnerions,actionneriez,actionneraient,actionne,actionnes,actionne,actionnions,actionniez,actionnent,actionnai,actionnas,actionna,actionnâmes,actionnâtes,actionnèrent,actionnasse,actionnasses,actionnât,actionnassions,actionnassiez,actionnassent,actionne,actionnons,actionnez
activer,activer,active,actives,active,activons,activez,activent,activais,activais,activait,activions,activiez,activaient,activerai,activeras,activera,activerons,activerez,activeront,activerais,activerais,activerait,activerions,activeriez,activeraient,active,actives,active,activions,activiez,activent,activai,activas,activa,activâmes,activâtes,activèrent,activasse,activasses,activât,activassions,activassiez,activassent,active,activons,activez
actualiser,actualiser,actualise,actualises,actualise,actualisons,actualisez,actualisent,actualisais,actualisais,actualisait,actualisions,actualisiez,actualisaient,actualiserai,actualiseras,actualisera,actualiserons,actualiserez,actualiseront,actualiserais,actualiserais,actualiserait,actualiserions,actualiseriez,actualiseraient,actualise,actualises,actualise,actualisions,actualisiez,actualisent,actualisai,actualisas,actualisa,actualisâmes,actualisâtes,actualisèrent,actualisasse,actualisasses,actualisât,actualisassions,actualisassiez,actualisassent,actualise,actualisons,actualisez
adapter,adapter,adapte,adaptes,adapte,adaptons,adaptez,adaptent,adaptais,adaptais,adaptait,adaptions,adaptiez,adaptaient,adapterai,adapteras,adaptera,adapterons,adapterez,adapteront,adapterais,adapterais,adapterait,adapterions,adapteriez,adapteraient,adapte,adaptes,adapte,adaptions,adaptiez,adaptent,adaptai,adaptas,adapta,adaptâmes,adaptâtes,adaptèrent,adaptasse,adaptasses,adaptât,adaptassions,adaptassiez,adaptassent,adapte,adaptons,adaptez
additionner,additionner,additionne,additionnes,additionne,additionnons,additionnez,additionnent,additionnais,additionnais,additionnait,additionnions,additionniez,additionnaient,additionnerai,additionneras,additionnera,additionnerons,additionnerez,additionneront,additionnerais,additionnerais,additionnerait,additionnerions,additionneriez,additionneraient,additionne,additionnes,additionne,additionnions,additionniez,additionnent,additionnai,additionnas,additionna,additionnâmes,additionnâtes,additionnèrent,additionnasse,additionnasses,additionnât,additionnassions,additionnassiez,additionnassent,additionne,additionnons,additionnez
adhérer,adhérer,adhère,adhères,adhère,adhérons,adhérez,adhèrent,adhérais,adhérais,adhérait,adhérions,adhériez,adhéraient,adhérerai,adhéreras,adhérera,adhérerons,adhérerez,adhéreront,adhérerais,adhérerais,adhérerait,adhérerions,adhéreriez,adhéreraient,adhère,adhères,adhère,adhérions,adhériez,adhèrent,adhérai,adhéras,adhéra,adhérâmes,adhérâtes,adhérèrent,adhérasse,adhérasses,adhérât,adhérassions,adhérassiez,adhérassent,adhère,adhérons,adhérez
adjoindre,adjoindre,adjoins,adjoins,adjoint,adjoignons,adjoignez,adjoignent,adjoignais,adjoignais,adjoignait,adjoignions,adjoigniez,adjoignaient,adjoindrai,adjoindras,adjoindra,adjoindrons,adjoindrez,adjoindront,adjoindrais,adjoindrais,adjoindrait,adjoindrions,adjoindriez,adjoindraient,adjoigne,adjoignes,adjoigne,adjoignions,adjoigniez,adjoignent,adjoignis,adjoignis,adjoignit,adjoignîmes,adjoignîtes,adjoignirent,adjoignisse,adjoignisses,adjoignît,adjoignissions,adjoignissiez,adjoignissent,adjoins,adjoignons,adjoignez
adjuger,adjuger,adjuge,adjuges,adjuge,adjugeons,adjugez,adjugent,adjugeais,adjugeais,adjugeait,adjugions,adjugiez,adjugeaient,adjugerai,adjugeras,adjugera,adjugerons,adjugerez,adjugeront,adjugerais,adjugerais,adjugerait,adjugerions,adjugeriez,adjugeraient,adjuge,adjuges,adjuge,adjugions,adjugiez,adjugent,adjugeai,adjugeas,adjugea,adjugeâmes,adjugeâtes,adjugèrent,adjugeasse,adjugeasses,adjugeât,adjugeassions,adjugeassiez,adjugeassent,adjuge,adjugeons,adjugez
adjurer,adjurer,adjure,adjures,adjure,adjurons,adjurez,adjurent,adjurais,adjurais,adjurait,adjurions,adjuriez,adjuraient,adjurerai,adjureras,adjurera,adjurerons,adjurerez,adjureront,adjurerais,adjurerais,adjurerait,adjurerions,adjureriez,adjureraient,adjure,adjures,adjure,adjurions,adjuriez,adjurent,adjurai,adjuras,adjura,adjurâmes,adjurâtes,adjurèrent,adjurasse,adjurasses,adjurât,adjurassions,adjurassiez,adjurassent,adjure,adjurons,adjurez
admettre,admettre,admets,admets,admet,admettons,admettez,admettent,admettais,admettais,admettait,admettions,admettiez,admettaient,admettrai,admettras,admettra,admettrons,admettrez,admettront,admettrais,admettrais,admettrait,admettrions,admettriez,admettraient,admette,admettes,admette,admettions,admettiez,admettent,admis,admis,admit,admîmes,admîtes,admirent,admisse,admisses,admît,admissions,admissiez,admissent,admets,admettons,admettez
administrer,administrer,administre,administres,administre,administrons,administrez,administrent,administrais,administrais,administrait,administrions,administriez,administraient,administrerai,administreras,administrera,administrerons,administrerez,administreront,administrerais,administrerais,administrerait,administrerions,administreriez,administreraient,administre,administres,administre,administrions,administriez,administrent,administrai,administras,administra,administrâmes,administrâtes,administrèrent,administrasse,administrasses,administrât,administrassions,administrassiez,administrassent,administre,administrons,administrez
admirer,admirer,admire,admires,admire,admirons,admirez,admirent,admirais,admirais,admirait,admirions,admiriez,admiraient,admirerai,admireras,admirera,admirerons,admirerez,admireront,admirerais,admirerais,admirerait,admirerions,admireriez,admireraient,admire,admires,admire,admirions,admiriez,admirent,admirai,admiras,admira,admirâmes,admirâtes,admirèrent,admirasse,admirasses,admirât,admirassions,admirassiez,admirassent,admire,admirons,admirez
admonester,admonester,admoneste,admonestes,admoneste,admonestons,admonestez,admonestent,admonestais,admonestais,admonestait,admonestions,admonestiez,admonestaient,admonesterai,admonesteras,admonestera,admonesterons,admonesterez,admonesteront,admonesterais,admonesterais,admonesterait,admonesterions,admonesteriez,admonesteraient,admoneste,admonestes,admoneste,admonestions,admonestiez,admonestent,admonestai,admonestas,admonesta,admonestâmes,admonestâtes,admonestèrent,admonestasse,admonestasses,admonestât,admonestassions,admonestassiez,admonestassent,admoneste,admonestons,admonestez
adonner,adonner,adonne,adonnes,adonne,adonnons,adonnez,adonnent,adonnais,adonnais,adonnait,adonnions,adonniez,adonnaient,adonnerai,adonneras,adonnera,adonnerons,adonnerez,adonneront,adonnerais,adonnerais,adonnerait,adonnerions,adonneriez,adonneraient,adonne,adonnes,adonne,adonnions,adonniez,adonnent,adonnai,adonnas,adonna,adonnâmes,adonnâtes,adonnèrent,adonnasse,adonnasses,adonnât,adonnassions,adonnassiez,adonnassent,adonne,adonnons,adonnez
