"utterance","identifier","path","pred","num_tolerance","support","isbest","iscorrect","isnovel"
160,"alcaliniser","#al:alc:lca:cal:ali:lin:ini:nis:ise:ser:er#","alcaliniser",0,0.9999954959026743,true,true,false
160,"alcaliniser","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.7357373607342798,false,false,false
160,"alcaliniser","#al:alk:lka:kal:ali:lin:ini:nis:ise:ser:er#","alkaliniser",0,0.6541661957300662,false,false,true
160,"alcaliniser","#al:alc:lca:cal:ali:lin:ini:niz:iz#","alcaliniz",0,0.6490953743788128,false,false,true
160,"alcaliniser","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.3509345114279233,false,false,false
161,"alentir","#ad:adu:dus:usi:sis:is#","adusis",0,0.7221537026237715,true,false,false
162,"alerter","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.547889686205115,true,false,false
162,"alerter","#aʒ:aʒi:ʒit:it#","aʒit",0,0.21796898547858637,false,false,false
163,"aléser","#ag:agʁ:gʁa:ʁaf:af#","agʁaf",0,0.3641692774395054,true,false,false
163,"aléser","#af:afi:fil:il#","afil",0,0.24759350124370277,false,false,false
163,"aléser","#aʒ:aʒɑ:ʒɑ̃:ɑ̃s:̃s#","aʒɑ̃s",0,0.11318277687606146,false,false,false
164,"aliéner","#al:alj:ljɛ:jɛn:ɛn#","aljɛn",0,0.6451744811647852,true,false,false
165,"aligner","#al:ali:liɲ:iɲ#","aliɲ",0,0.6679988327901604,true,false,false
166,"alimenter","#al:ali:lim:imɑ:mɑ̃:ɑ̃t:̃t#","alimɑ̃t",0,0.4695025182213891,true,false,false
167,"aliter",,,,,,,
168,"allaiter","#al:alɛ:lɛt:ɛt#","alɛt",0,0.5618655860028104,true,false,false
168,"allaiter","#al:alɛ:lɛt:ɛtə:təʁ:əʁE:ʁE#","alɛtəʁE",0,0.46917293963960516,false,false,false
168,"allaiter","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.4456044712221213,false,false,false
169,"allécher","#ag:agi:giʃ:iʃ#","agiʃ",0,0.4896916647132759,true,false,false
169,"allécher","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","aʃɛtəʁɔ̃",0,0.4512837743653776,false,false,false
169,"allécher","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.40709824402741507,false,false,false
169,"allécher","#ab:abu:but:uti:ti#","abuti",0,0.2003068224609003,false,false,false
169,"allécher","#ab:aby:byz:yz#","abyz",0,0.17574575967016098,false,false,false
170,"alléger","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.48868833833271924,true,false,false
170,"alléger","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁE:ʁE#","alɛʒəʁE",0,0.4366973456084521,false,false,false
171,"alléguer",,,,,,,
172,"aller","#aj:aj#","aj",0,0.3215910508041518,true,false,false
172,"aller","#iʁ:iʁE:ʁE#","iʁE",0,0.3197907098918239,false,false,false
173,"allier","#al:ali:li#","ali",0,0.7085414044225461,true,false,false
173,"allier","#al:ali:liʁ:iʁE:ʁE#","aliʁE",0,0.604518842738728,false,false,false
174,"allonger","#al:alɔ:lɔ̃:ɔ̃ʒ:̃ʒ#","alɔ̃ʒ",0,0.7329903989052698,true,false,false
175,"allouer","#al:alu:lu#","alu",0,0.6127470216877717,true,false,false
176,"allumer","#al:aly:lym:ym#","alym",0,0.6456361982213409,true,false,false
176,"allumer","#al:aly:lym:ymE:mE#","alymE",0,0.5159241646011888,false,false,false
177,"alourdir","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.5704325461232689,true,false,false
177,"alourdir","#al:alu:luʁ:uʁd:ʁdi:di#","aluʁdi",0,0.5128599209974298,false,false,false
178,"alpaguer","#al:alp:lpa:pag:ag#","alpag",0,0.5478714370775407,true,false,false
179,"alphabétiser","#af:afa:fam:am#","afam",0,0.3654151718818695,true,false,false
180,"altérer","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.446169000562846,true,false,false
181,"alterner","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁnE:nE#","altɛʁnE",0,0.4456661762545846,true,false,false
181,"alterner","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁn#","altɛʁn",0,0.4292252236444451,false,false,false
181,"alterner","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.23627815577668482,false,false,false
182,"alunir","#al:alu:lun:uni:nir:ir#","alunir",0,0.9999828340396043,true,true,false
182,"alunir","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.3020094155690898,false,false,false
183,"amadouer",,,,,,,
184,"amaigrir",,,,,,,
185,"amalgamer","#am:ama:mal:alg:lga:gam:am#","amalgam",0,0.5821822523029094,true,false,false
186,"amarrer","#am:ama:maʁ:aʁ#","amaʁ",0,0.8055493549660786,true,false,false
186,"amarrer","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.6137052086924986,false,false,false
186,"amarrer","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.45639776873116084,false,false,false
187,"amasser","#am:ama:mas:as#","amas",0,0.4527631154526767,true,false,false
188,"amatir","#am:ama:mat:ati:tir:ir#","amatir",0,0.9997346661592093,true,true,false
188,"amatir","#ab:abu:but:uti:tir:ir#","abutir",0,0.4918933031178568,false,false,true
188,"amatir","#ɛʃ:ɛʃ#","ɛʃ",0,0.2369805330498868,false,false,false
189,"ambitionner","#ad:adu:dub:ub#","adub",0,0.28061724271491395,true,false,false
189,"ambitionner","#ak:aks:ksɛ:sɛd:ɛdə:dəʁ:əʁa:ʁa#","aksɛdəʁa",0,0.28054749219190966,false,false,false
189,"ambitionner","#ak:aks:ksɛ:sɛd:ɛdə:dəʁ:əʁE:ʁE#","aksɛdəʁE",0,0.2453150356304773,false,false,false
190,"ambler","#ak:akj:kjɛ:jɛʁ:ɛʁ#","akjɛʁ",0,-0.025370083519337228,true,false,false
191,"abɛs","#ab:abɛ:bɛs:ɛs#","abɛs",0,0.9237758621950934,true,true,false
192,"abɑ̃dɔn","#ab:abɑ:bɑ̃:ɑ̃d:̃dɔ:dɔn:ɔn#","abɑ̃dɔn",0,0.9428530557379053,true,true,false
193,"abazuʁdi","#ay:ayʁ:yʁi:ʁi#","ayʁi",0,0.7744384803556609,true,false,false
194,"abataʁdi","#ab:aba:bat:ata:taʁ:aʁd:ʁdi:di#","abataʁdi",0,0.8778236625186212,true,true,false
194,"abataʁdi","#ab:abE:bEt:Eti:ti#","abEti",0,0.6340760251120068,false,false,false
195,"aba",,,,,,,
196,"abdik","#ab:abd:bdi:dik:ik#","abdik",0,0.9631467595244074,true,true,false
197,"abEti","#ab:abE:bEt:Eti:ti#","abEti",0,0.9209447558230764,true,true,false
197,"abEti","#ab:abʁ:bʁy:ʁyt:yti:ti#","abʁyti",0,0.7195236323322903,false,false,false
197,"abEti","#ab:aba:bat:ata:taʁ:aʁd:ʁdi:di#","abataʁdi",0,0.5580086142873341,false,false,false
197,"abEti","#ab:aba:baz:azu:zuʁ:uʁd:ʁdi:di#","abazuʁdi",0,0.494114114011319,false,false,false
198,"abɔʁ","#af:afy:fyb:ybl:bl#","afybl",0,0.6041172518392702,true,false,false
199,"abim","#ab:abi:bim:im#","abim",0,0.9773176239537716,true,true,false
200,"abʒyʁ","#ab:abʒ:bʒy:ʒyʁ:yʁ#","abʒyʁ",0,0.9417968330842738,true,true,false
200,"abʒyʁ","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.7415650212445315,false,false,false
201,"abOli","#ab:abO:bOl:Oli:li#","abOli",0,0.838681847536895,true,true,false
201,"abOli","#af:afʁ:fʁɑ:ʁɑ̃:ɑ̃ʃ:̃ʃi:ʃi#","afʁɑ̃ʃi",0,0.59905923912424,false,false,false
202,"abOmin","#ab:abO:bOm:Omi:min:in#","abOmin",0,0.8641869255374083,true,true,false
203,"abɔ̃d","#ab:abɔ:bɔ̃:ɔ̃d:̃d#","abɔ̃d",0,0.9436194550652255,true,true,false
204,"abɔn","#ab:abɔ:bɔn:ɔn#","abɔn",0,0.9540763033373196,true,true,false
204,"abɔn","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁE:ʁE#","abɔnəʁE",0,0.8586143055017043,false,false,false
205,"abOni","#ab:abO:bOn:Oni:ni#","abOni",0,0.9999952384375319,true,true,false
205,"abOni","#ab:aby:byz:yz#","abyz",0,0.32249292110391004,false,false,false
206,"abɔʁd","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.9371543243827369,true,true,false
206,"abɔʁd","#ad:adO:dOp:Opt:pt#","adOpt",0,0.6767789008736947,false,false,false
207,"abuʃ","#ab:abu:buʃ:uʃ#","abuʃ",0,0.9929557836730931,true,true,false
208,"abul","#ab:abu:bul:ul#","abul",0,0.9068430032670698,true,true,false
208,"abul","#aj:aj#","aj",0,0.4780156799473457,false,false,false
208,"abul","#ɛʃ:ɛʃ#","ɛʃ",0,0.32064217086344454,false,false,false
209,"abuti","#ab:abu:but:uti:ti#","abuti",0,0.7787962014211199,true,true,false
210,"abwa","#ab:abw:bwa:wa#","abwa",0,0.9644848248341411,true,true,false
210,"abwa","#aa:aan:an#","aan",0,0.6475319475032504,false,false,false
210,"abwa","#al:alɛ:lɛt:ɛt#","alɛt",0,0.4496621778970624,false,false,false
210,"abwa","#ad:adO:dOp:Opt:pt#","adOpt",0,0.4097123408411654,false,false,false
211,"abʁɛʒ","#ab:abʁ:bʁɛ:ʁɛʒ:ɛʒ#","abʁɛʒ",0,0.9469663477359738,true,true,false
212,"abʁœv","#ab:abʁ:bʁœ:ʁœv:œv#","abʁœv",0,0.9781009954549968,true,true,false
213,"abʁit","#ab:abʁ:bʁi:ʁit:it#","abʁit",0,0.8959043718372387,true,true,false
213,"abʁit","#ak:akœ:kœj:œj#","akœj",0,0.7547359808049187,false,false,false
213,"abʁit","#ab:abʁ:bʁi:ʁit:itə:təʁ:əʁE:ʁE#","abʁitəʁE",0,0.7220743091987224,false,false,false
213,"abʁit","#ab:abʁ:bʁi:ʁit:itE:tE#","abʁitE",0,0.6903787042784537,false,false,false
213,"abʁit","#ag:agʁ:gʁE:ʁEm:Emɑ:mɑ̃:ɑ̃t:̃t#","agʁEmɑ̃t",0,0.6623252883011543,false,false,false
213,"abʁit","#ad:adm:dmi:min:ini:nis:ist:stʁ:tʁ#","administʁ",0,0.6162067509228182,false,false,false
214,"abʁɔʒ","#ab:abʁ:bʁɔ:ʁɔʒ:ɔʒ#","abʁɔʒ",0,0.96561152946437,true,true,false
214,"abʁɔʒ","#ab:abO:bOl:Oli:li#","abOli",0,0.5329876351255292,false,false,false
214,"abʁɔʒ","#ag:agʁ:gʁE:ʁE#","agʁE",0,0.3424585375566077,false,false,false
215,"abʁyti","#ab:abʁ:bʁy:ʁyt:yti:ti#","abʁyti",0,0.8549136644286648,true,true,false
215,"abʁyti","#ab:abE:bEt:Eti:ti#","abEti",0,0.7492771862852646,false,false,false
215,"abʁyti","#ay:ayʁ:yʁi:ʁi#","ayʁi",0,0.6413456494664138,false,false,false
215,"abʁyti","#ab:aba:baz:azu:zuʁ:uʁd:ʁdi:di#","abazuʁdi",0,0.5696849822583098,false,false,false
215,"abʁyti","#ab:abu:but:uti:ti#","abuti",0,0.4509437167187502,false,false,false
215,"abʁyti","#aj:aj#","aj",0,0.20749407684131463,false,false,false
216,"apsɑ̃t","#ap:aps:psɑ:sɑ̃:ɑ̃t:̃t#","apsɑ̃t",0,0.9636397826830306,true,true,false
217,"apsɔʁb","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.9534977370385028,true,true,false
217,"apsɔʁb","#af:afɛ:fɛk:ɛkt:kt#","afɛkt",0,0.7069825597957471,false,false,false
217,"apsɔʁb","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.4906317656542911,false,false,false
218,"apsu","#ap:aps:psu:su#","apsu",0,0.9999970844185148,true,true,false
218,"apsu","#ab:abʒ:bʒy:ʒyʁ:yʁ#","abʒyʁ",0,0.5504071339392821,false,false,false
218,"apsu","#af:afɛ:fɛʁ:ɛʁm:ʁmi:mi#","afɛʁmi",0,0.5495681629006561,false,false,false
218,"apsu","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.5378643286849157,false,false,false
218,"apsu","#af:afʁ:fʁɑ:ʁɑ̃:ɑ̃ʃ:̃ʃi:ʃi#","afʁɑ̃ʃi",0,0.49983435107940666,false,false,false
219,"apstjɛ̃",,,,,,,
220,"apstʁE",,,,,,,
221,"abyz","#ab:aby:byz:yz#","abyz",0,0.9128631469016044,true,true,false
221,"abyz","#aʒ:aʒi:ʒi#","aʒi",0,0.7052705131471346,false,false,false
222,"akaɲaʁd","#ak:aka:kaɲ:aɲa:ɲaʁ:aʁd:ʁd#","akaɲaʁd",0,0.9999996657187181,true,true,false
223,"akabl","#ak:aka:kab:abl:bl#","akabl",0,0.9711457896660219,true,true,false
223,"akabl","#af:afl:fli:liʒ:iʒ#","afliʒ",0,0.8127259217804305,false,false,false
223,"akabl","#af:afy:fyb:ybl:bl#","afybl",0,0.7626205770670469,false,false,false
224,"akapaʁ","#ak:aka:kap:apa:paʁ:aʁ#","akapaʁ",0,0.9794151430431132,true,true,false
225,"aksɛd","#ak:aks:ksɛ:sɛd:ɛd#","aksɛd",0,0.9411211332036743,true,true,false
226,"aksElɛʁ","#ak:aks:ksE:sEl:Elɛ:lɛʁ:ɛʁ#","aksElɛʁ",0,0.9176933380819038,true,true,false
227,"aksɑ̃ty","#ak:aks:ksɑ:sɑ̃:ɑ̃t:̃ty:ty#","aksɑ̃ty",0,0.9824189226155261,true,true,false
227,"aksɑ̃ty","#ag:agʁ:gʁa:ʁav:av#","agʁav",0,0.8333639345159659,false,false,false
228,"aksɛpt","#ak:aks:ksɛ:sɛp:ɛpt:pt#","aksɛpt",0,0.8886478913839154,true,true,false
228,"aksɛpt","#ak:aky:kyz:yz#","akyz",0,0.7072112560556612,false,false,false
228,"aksɛpt","#ab:aby:byz:yz#","abyz",0,0.6952600072073464,false,false,false
228,"aksɛpt","#aj:aj#","aj",0,0.6186461311710838,false,false,false
229,"aksEswaʁiz","#ak:aks:ksE:sEs:Esw:swa:waʁ:aʁi:ʁiz:iz#","aksEswaʁiz",0,0.9472719753214944,true,true,false
229,"aksEswaʁiz","#ag:agʁ:gʁa:ʁaf:af#","agʁaf",0,0.6907050491797139,false,false,false
229,"aksEswaʁiz","#ag:agi:giʃ:iʃ#","agiʃ",0,0.6703647221524087,false,false,false
229,"aksEswaʁiz","#af:afi:fiʃ:iʃ#","afiʃ",0,0.43043872970165953,false,false,false
230,"aksidɑ̃t","#ak:aks:ksi:sid:idɑ:dɑ̃:ɑ̃t:̃t#","aksidɑ̃t",0,0.9636379204667455,true,true,false
231,"aklam","#ak:akl:kla:lam:am#","aklam",0,0.9384307021580208,true,true,false
232,"aklimat","#ak:akl:kli:lim:ima:mat:at#","aklimat",0,0.9597522370079713,true,true,false
233,"akɔl","#ak:akɔ:kɔl:ɔl#","akɔl",0,0.9518013752437293,true,true,false
233,"akɔl","#af:afy:fyb:ybl:bl#","afybl",0,0.7377464205744266,false,false,false
233,"akɔl","#ag:agʁ:gʁɛ:ʁɛʒ:ɛʒ#","agʁɛʒ",0,0.6462386221292618,false,false,false
234,"akOmɔd","#ak:akO:kOm:Omɔ:mɔd:ɔd#","akOmɔd",0,0.968601424633558,true,true,false
235,"akɔ̃paɲ","#ak:akɔ:kɔ̃:ɔ̃p:̃pa:paɲ:aɲ#","akɔ̃paɲ",0,0.9774684587000828,true,true,false
235,"akɔ̃paɲ","#ak:akœ:kœj:œj#","akœj",0,0.700043074376046,false,false,false
236,"akɔ̃pli","#ak:akɔ:kɔ̃:ɔ̃p:̃pl:pli:li#","akɔ̃pli",0,0.786487035059649,true,true,false
236,"akɔ̃pli","#ak:akʁ:kʁy:ʁy#","akʁy",0,0.45026252401819417,false,false,false
236,"akɔ̃pli","#ab:abu:but:uti:ti#","abuti",0,0.32699410976598736,false,false,false
236,"akɔ̃pli","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.2639957303474954,false,false,false
236,"akɔ̃pli","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.2025778980595286,false,false,false
237,"akɔʁd","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.9603023639470488,true,true,false
238,"akɔst","#ak:akɔ:kɔs:ɔst:st#","akɔst",0,0.9338822583095691,true,true,false
238,"akɔst","#ak:akɔ:kɔs:ɔst:stə:təʁ:əʁE:ʁE#","akɔstəʁE",0,0.8389891925216216,false,false,false
238,"akɔst","#am:ama:maʁ:aʁ#","amaʁ",0,0.7255253446979613,false,false,false
238,"akɔst","#af:afʁ:fʁɛ:ʁɛt:ɛt#","afʁɛt",0,0.6765429386801508,false,false,false
239,"akɔt","#ak:akɔ:kɔt:ɔt#","akɔt",0,0.944864785351177,true,true,false
240,"akuʃ","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.9652580905059539,true,true,false
240,"akuʃ","#al:alɛ:lɛt:ɛt#","alɛt",0,0.7819938167453504,false,false,false
240,"akuʃ","#ak:aku:kuʃ:uʃE:ʃE#","akuʃE",0,0.7662250144570887,false,false,false
240,"akuʃ","#ak:aku:kuʃ:uʃə:ʃəʁ:əʁE:ʁE#","akuʃəʁE",0,0.7610828120337486,false,false,false
240,"akuʃ","#al:alɛ:lɛt:ɛtə:təʁ:əʁE:ʁE#","alɛtəʁE",0,0.6883243858270125,false,false,false
241,"akud","#ak:aku:kud:ud#","akud",0,0.9897470650804032,true,true,false
242,"akupl","#ak:aku:kup:upl:pl#","akupl",0,0.9924790846122189,true,true,false
243,"akuʁ",,,,,,,
244,"akutym",,,,,,,
245,"akʁEdit","#ak:akʁ:kʁE:ʁEd:Edi:dit:it#","akʁEdit",0,0.9345517242806421,true,true,false
246,"akʁɔʃ","#ak:akʁ:kʁɔ:ʁɔʃ:ɔʃ#","akʁɔʃ",0,0.9690340462341938,true,true,false
247,"akʁwa","#ak:akʁ:kʁw:ʁwa:wa#","akʁwa",0,0.9184584150559224,true,true,false
248,"akʁupi","#ak:akʁ:kʁu:ʁup:upi:pi#","akʁupi",0,0.9924883711958958,true,true,false
249,"akœj","#ak:akœ:kœj:œj#","akœj",0,0.9819170773340036,true,true,false
249,"akœj","#ab:abʁ:bʁi:ʁit:it#","abʁit",0,0.7210907773985592,false,false,false
249,"akœj","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.5686762578780693,false,false,false
250,"akyl","#ak:aky:kyl:yl#","akyl",0,0.9562443513552016,true,true,false
251,"akymyl","#ak:aky:kym:ymy:myl:yl#","akymyl",0,0.9250392602569171,true,true,false
251,"akymyl","#al:alt:ltɛ:tɛʁ:ɛʁ#","altɛʁ",0,0.7535982949212676,false,false,false
252,"akyz","#ak:aky:kyz:yz#","akyz",0,0.9343615226352413,true,true,false
252,"akyz","#af:afi:fiʁ:iʁm:ʁm#","afiʁm",0,0.6931373365268657,false,false,false
252,"akyz","#ɛm:ɛm#","ɛm",0,0.6136326881562639,false,false,false
253,"aʃal","#aʃ:aʃa:ʃal:al#","aʃal",0,0.9895615638106569,true,true,false
253,"aʃal","#aʃ:aʃa:ʃal:alə:ləʁ:əʁE:ʁE#","aʃaləʁE",0,0.9700438641770316,false,false,false
253,"aʃal","#aʃ:aʃa:ʃal:alE:lE#","aʃalE",0,0.9652560430708189,false,false,false
253,"aʃal","#aʃ:aʃa:ʃal:ala:la#","aʃala",0,0.9639363721605647,false,false,false
253,"aʃal","#aʃ:aʃa:ʃal:ala:las:as#","aʃalas",0,0.9531228898204555,false,false,false
254,"aʃaʁn","#aʃ:aʃa:ʃaʁ:aʁn:ʁn#","aʃaʁn",0,0.9372396751623919,true,true,false
255,"aʃəmin","#aʃ:aʃə:ʃəm:əmi:min:in#","aʃəmin",0,0.9602496365965144,true,true,false
256,"aʃɛt","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.9443453507082193,true,true,false
256,"aʃɛt","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.8796072209100524,false,false,false
256,"aʃɛt","#aʃ:aʃə:ʃət:ətE:tE#","aʃətE",0,0.852545236598537,false,false,false
257,"aʃɛv","#aʃ:aʃɛ:ʃɛv:ɛv#","aʃɛv",0,0.9848131114051533,true,true,false
258,"aʃɔp","#aʃ:aʃɔ:ʃɔp:ɔp#","aʃɔp",0,0.9787125239837674,true,true,false
258,"aʃɔp","#aʃ:aʃɔ:ʃɔp:ɔpə:pəʁ:əʁE:ʁE#","aʃɔpəʁE",0,0.6757959471798142,false,false,false
258,"aʃɔp","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6314836251075514,false,false,false
259,"akOkin","#ak:akO:kOk:Oki:kin:in#","akOkin",0,0.9816840583039977,true,true,false
260,"akjɛʁ",,,,,,,
261,"akjɛs","#ak:akj:kjɛ:jɛs:ɛs#","akjɛs",0,0.886652947716669,true,true,false
262,"akit","#ak:aki:kit:it#","akit",0,0.9365645984723842,true,true,false
263,"aksjɔn","#ak:aks:ksj:sjɔ:jɔn:ɔn#","aksjɔn",0,0.9454564267077663,true,true,false
263,"aksjɔn","#ak:aks:ksj:sjO:jOn:OnE:nE#","aksjOnE",0,0.8779783202919081,false,false,false
263,"aksjɔn","#al:aly:lym:ym#","alym",0,0.7433598648303824,false,false,false
263,"aksjɔn","#aʒ:aʒy:ʒys:yst:st#","aʒyst",0,0.7188676682453666,false,false,false
264,"aktɥaliz","#ak:akt:ktɥ:tɥa:ɥal:ali:liz:iz#","aktɥaliz",0,0.9479641917191043,true,true,false
265,"adapt","#ad:adi:dis:isj:sjɔ:jɔn:ɔn#","adisjɔn",0,0.9007902253661172,true,true,false
266,"adisjɔn","#ad:adɛ:dɛʁ:ɛʁ#","adɛʁ",0,0.9322819676613138,true,true,false
266,"adisjɔn","#ad:adɛ:dɛʁ:ɛʁə:ʁəʁ:əʁE:ʁE#","adɛʁəʁE",0,0.8647082812872808,false,false,false
266,"adisjɔn","#ad:ada:dap:apt:pt#","adapt",0,0.5175237176904469,false,false,false
267,"adɛʁ",,,,,,,
268,"adʒwɛ̃","#ad:adʒ:dʒy:ʒyʒ:yʒ#","adʒyʒ",0,0.9923160142950026,true,true,false
269,"adʒyʒ","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.9508171752330038,true,true,false
270,"adʒyʁ","#ab:abɔ:bɔʁ:ɔʁ#","abɔʁ",0,0.7914075581879696,true,false,false
271,"admE","#ad:adm:dmi:min:ini:nis:ist:stʁ:tʁ#","administʁ",0,0.9526001099135469,true,true,false
271,"admE","#al:alu:lu#","alu",0,0.7562889939395498,false,false,false
272,"administʁ","#ad:adm:dmi:miʁ:iʁ#","admiʁ",0,0.8387828392063149,true,true,false
272,"administʁ","#ɛm:ɛm#","ɛm",0,0.8218245838702158,false,false,false
272,"administʁ","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.8168561083570299,false,false,false
272,"administʁ","#af:afE:fEk:Eks:ksj:sjɔ:jɔn:ɔn#","afEksjɔn",0,0.8098499802909159,false,false,false
273,"admiʁ","#ad:adm:dmO:mOn:Onɛ:nɛs:ɛst:st#","admOnɛst",0,0.9380884767911633,true,true,false
273,"admiʁ","#ad:adʒ:dʒy:ʒyʁ:yʁ#","adʒyʁ",0,0.773963933525392,false,false,false
274,"admOnɛst","#ad:adɔ:dɔn:ɔn#","adɔn",0,0.969300825299079,true,true,false
275,"adɔn","#ad:adO:dOp:Opt:pt#","adOpt",0,0.9083432488747536,true,true,false
275,"adɔn","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.678724944252046,false,false,false
276,"adOpt","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.9516830257151427,true,true,false
276,"adOpt","#ɛm:ɛm#","ɛm",0,0.8666096059106109,false,false,false
277,"adɔʁ","#ad:adɔ:dɔs:ɔs#","adɔs",0,0.993655342255601,true,true,false
278,"adɔs","#ad:adu:dub:ub#","adub",0,0.9679867226152314,true,true,false
278,"adɔs","#ad:ady:dyl:yl#","adyl",0,0.7927096561909982,false,false,false
279,"adub","#ad:adu:dus:usi:si#","adusi",0,0.9067724816886934,true,true,false
279,"adub","#ag:agʁ:gʁɑ:ʁɑ̃:ɑ̃d:̃di:di#","agʁɑ̃di",0,0.7307308481976327,false,false,false
279,"adub","#al:alu:luʁ:uʁd:ʁdi:di#","aluʁdi",0,0.6541149231763407,false,false,false
280,"adusi","#ad:adʁ:dʁɛ:ʁɛs:ɛs#","adʁɛs",0,0.9383097506134962,true,true,false
280,"adusi","#ad:ada:dap:apt:pt#","adapt",0,0.7855403838897893,false,false,false
281,"adʁɛs","#ad:ady:dyl:yl#","adyl",0,0.9201607161471672,true,true,false
281,"adʁɛs","#ad:adɔ:dɔʁ:ɔʁ#","adɔʁ",0,0.7709486998553612,false,false,false
282,"adyl","#aɛ:aɛʁ:ɛʁ#","aɛʁ",0,0.9477543693079429,true,true,false
282,"adyl","#al:alk:lka:kal:ali:lin:ini:niz:iz#","alkaliniz",0,0.43547241064886166,false,false,false
283,"aɛʁ",,,,,,,
284,"afabyl","#af:afE:fEb:Ebl:bli:li#","afEbli",0,0.7648035159913518,true,true,false
284,"afabyl","#ag:agʁ:gʁa:ʁav:av#","agʁav",0,0.3078768154930707,false,false,false
285,"afadi",,,,,,,
286,"afEbli",,,,,,,
287,"afɛs","#af:afɛ:fɛk:ɛkt:kt#","afɛkt",0,0.9539297266367659,true,true,false
287,"afɛs","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.7158157964281517,false,false,false
287,"afɛs","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6834028615018772,false,false,false
287,"afɛs","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.637732977438999,false,false,false
288,"afal","#af:afE:fEk:Eks:ksj:sjɔ:jɔn:ɔn#","afEksjɔn",0,0.9067769859012617,true,true,false
288,"afal","#af:afE:fEk:Eks:ksj:sjO:jOn:OnE:nE#","afEksjOnE",0,0.8385688333744699,false,false,false
288,"afal","#ɛm:ɛm#","ɛm",0,0.7958496225067793,false,false,false
288,"afal","#ab:abɔ:bɔʁ:ɔʁ#","abɔʁ",0,0.7076373704266495,false,false,false
288,"afal","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.6260125548623213,false,false,false
288,"afal","#ad:adO:dOp:Opt:pt#","adOpt",0,0.6150470973186306,false,false,false
288,"afal","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.5553468971522362,false,false,false
289,"afam","#af:afɛ:fɛʁ:ɛʁm:ʁmi:mi#","afɛʁmi",0,0.8644850946234041,true,true,false
289,"afam","#af:afɛ:fɛʁ:ɛʁm:ʁmi:mis:is#","afɛʁmis",0,0.5007894981356286,false,false,false
289,"afam","#ab:abʒ:bʒy:ʒyʁ:yʁ#","abʒyʁ",0,0.4234091920756038,false,false,false
290,"afɛkt","#af:afi:fiʃ:iʃ#","afiʃ",0,0.9715907204559885,true,true,false
291,"afEksjɔn","#af:afi:fil:il#","afil",0,0.9412320167806922,true,true,false
292,"afɛʁmi","#af:afi:fin:in#","afin",0,0.9416146792470069,true,true,false
